"transactionId","sku","name","units","value","subcategory","category"
"ACT12_M_60182","phosmet","phosmet",5.17,847.78,"Aspirin","carbon"
"ACT12_M_60186","pyrazole acaricides","pyrazole acaricides",8.78,1170.11,"PotassiumTartrate","carbon"
"ACT12_M_60194","cyenopyrafen","cyenopyrafen",3.31,864.99,"Bakingsoda","soda"
"ACT12_M_60196","cyetpyrafen","cyetpyrafen",1.66,356.07,"Acetaminophen","soda"
"ACT12_M_60197","fenpyroximate","fenpyroximate",3.68,1497.86,"AceticAcid","acid"
"ACT12_M_60199","phenylpyrazole acaricides","phenylpyrazole acaricides",9.6,74.18,"Ehtanol","H2"
"ACT12_M_60200","acetoprole","acetoprole",1.72,129.79,"CarbonDioxide","carbon"
"ACT12_M_60201","fipronil","fipronil",9.78,2054.27,"CalciumCarbonate","calcium"
"ACT12_M_60202","vaniliprole","vaniliprole",2.75,457.65,"SodiumChloride","calcium"
"ACT12_M_60203","pyrazolecarboxamide acaricides","pyrazolecarboxamide acaricides",4.87,809.92,"Methane","carbon"
"ACT12_M_60208","pyflubumide","pyflubumide",5.18,2098.84,"Aspirin","carbon"
"ACT12_M_60213","tebufenpyrad","tebufenpyrad",6.7,1406.04,"PotassiumTartrate","carbon"
"ACT12_M_60215","pyrethroid acaricides","pyrethroid acaricides",8.83,220.02,"Bakingsoda","soda"
"ACT12_M_60218","pyrethroid ester acaricides","pyrethroid ester acaricides",4.61,1360.04,"Acetaminophen","soda"
"ACT12_M_60229","acrinathrin","acrinathrin",7.89,1366.28,"AceticAcid","acid"
"ACT12_M_60240","bifenthrin","bifenthrin",4.78,1016.37,"Ehtanol","H2"
"ACT12_M_60282","brofluthrinate","brofluthrinate",4.8,772.86,"CarbonDioxide","carbon"
"ACT12_M_60283","cyhalothrin","cyhalothrin",9.95,663.6,"CalciumCarbonate","calcium"
"ACT12_M_60285","cypermethrin","cypermethrin",5.17,2116.15,"SodiumChloride","calcium"
"ACT12_M_60288","alpha-cypermethrin","alpha-cypermethrin",8.04,1135.99,"Methane","carbon"
"ACT12_M_60290","fenpropathrin","fenpropathrin",2.35,1889.72,"Aspirin","carbon"
"ACT12_M_60292","fenvalerate","fenvalerate",8.76,1211.67,"PotassiumTartrate","carbon"
"ACT12_M_60293","flucythrinate","flucythrinate",7.9,2041.78,"Bakingsoda","soda"
"ACT12_M_60314","flumethrin","flumethrin",8.42,111.6,"Acetaminophen","soda"
"ACT12_M_60315","fluvalinate","fluvalinate",9.16,2014.29,"AceticAcid","acid"
"ACT12_M_60317","tau-fluvalinate","tau-fluvalinate",1.63,422.07,"Ehtanol","H2"
"ACT12_M_60318","permethrin","permethrin",1.49,70.71,"CarbonDioxide","carbon"
"ACT12_M_60326","pyrethroid ether acaricides","pyrethroid ether acaricides",3.84,227.79,"CalciumCarbonate","calcium"
"ACT12_M_60327","halfenprox","halfenprox",8.85,663.31,"SodiumChloride","calcium"
"ACT12_M_60340","pyrimidinamine acaricides","pyrimidinamine acaricides",9.71,116.98,"Methane","carbon"
"ACT12_M_60343","pyrimidifen","pyrimidifen",3.51,1276.97,"Aspirin","carbon"
"ACT12_M_60346","pyrrole acaricides","pyrrole acaricides",9.91,305.21,"PotassiumTartrate","carbon"
"ACT12_M_60349","chlorfenapyr","chlorfenapyr",7.22,423.93,"Bakingsoda","soda"
"ACT12_M_60356","quaternary ammonium acaricides","quaternary ammonium acaricides",2.91,1156,"Acetaminophen","soda"
"ACT12_M_60357","sanguinarine","sanguinarine",1.72,491.03,"AceticAcid","acid"
"ACT12_M_60400","quinoxaline acaricides","quinoxaline acaricides",1.59,805.28,"Ehtanol","H2"
"ACT12_M_60401","chinomethionat","chinomethionat",1.82,231.4,"CarbonDioxide","carbon"
"ACT12_M_60417","thioquinox","thioquinox",7.45,1960.31,"CalciumCarbonate","calcium"
"ACT12_M_60420","strobilurin acaricides","strobilurin acaricides",6.23,1584.56,"SodiumChloride","calcium"
"ACT12_M_60432","methoxyacrylate strobilurin acaricides","methoxyacrylate strobilurin acaricides",8.87,1086.32,"Methane","carbon"
"ACT12_M_60434","bifujunzhi","bifujunzhi",6.6,1060.44,"Aspirin","carbon"
"ACT12_M_60436","fluacrypyrim","fluacrypyrim",5.72,1630.6,"PotassiumTartrate","carbon"
"ACT12_M_60449","flufenoxystrobin","flufenoxystrobin",9.21,158.54,"Bakingsoda","soda"
"ACT12_M_60454","pyriminostrobin","pyriminostrobin",6.59,2039.54,"Acetaminophen","soda"
"ACT12_M_60456","sulfite ester acaricides","sulfite ester acaricides",1.63,246.9,"AceticAcid","acid"
"ACT12_M_60457","aramite","aramite",8.26,957.53,"Ehtanol","H2"
"ACT12_M_60490","propargite","propargite",2.77,2050.4,"CarbonDioxide","carbon"
"ACT12_M_60495","tetronic acid acaricides","tetronic acid acaricides",3.64,67.03,"CalciumCarbonate","calcium"
"ACT12_M_60508","spirodiclofen","spirodiclofen",2.36,2020.91,"SodiumChloride","calcium"
"ACT12_M_60509","spiromesifen","spiromesifen",6.8,1641.92,"Methane","carbon"
"ACT12_M_60510","tetrazine acaricides","tetrazine acaricides",1.82,2111.86,"Aspirin","carbon"
"ACT12_M_60511","clofentezine","clofentezine",2.27,516.19,"PotassiumTartrate","carbon"
"ACT12_M_60512","diflovidazin","diflovidazin",7.25,2108.56,"Bakingsoda","soda"
"ACT12_M_60513","thiazolidine acaricides","thiazolidine acaricides",7.64,1396.24,"Acetaminophen","soda"
"ACT12_M_60514","flubenzimine","flubenzimine",8.67,1787.99,"AceticAcid","acid"
"ACT12_M_60515","hexythiazox","hexythiazox",2.9,1349.32,"Ehtanol","H2"
"ACT12_M_60516","thiocarbamate acaricides","thiocarbamate acaricides",3.67,1197.19,"CarbonDioxide","carbon"
"ACT12_M_60517","fenothiocarb","fenothiocarb",8.54,1197.27,"CalciumCarbonate","calcium"
"ACT12_M_60518","thiourea acaricides","thiourea acaricides",2.51,944.25,"SodiumChloride","calcium"
"ACT12_M_60519","chloromethiuron","chloromethiuron",7.12,157.57,"Methane","carbon"
"ACT12_M_60520","diafenthiuron","diafenthiuron",4.3,2114.81,"Aspirin","carbon"
"ACT12_M_60521","unclassified acaricides","unclassified acaricides",5.24,1179.54,"PotassiumTartrate","carbon"
"ACT12_M_60522","acequinocyl","acequinocyl",3.07,664.23,"Bakingsoda","soda"
"ACT12_M_60527","acynonapyr","acynonapyr",3.7,788.13,"Acetaminophen","soda"
"ACT12_M_60550","amidoflumet","amidoflumet",7.75,893.11,"AceticAcid","acid"
"ACT12_M_60557","arsenous oxide","arsenous oxide",9.97,914.78,"Ehtanol","H2"
"ACT12_M_60559","clenpirin","clenpirin",5.57,602.53,"CarbonDioxide","carbon"
"ACT12_M_60562","closantel","closantel",4.32,1483.56,"CalciumCarbonate","calcium"
"ACT12_M_60563","crotamiton","crotamiton",9.65,2020.79,"SodiumChloride","calcium"
"ACT12_M_60564","cycloprate","cycloprate",8.51,758,"Methane","carbon"
"ACT12_M_60565","cymiazole","cymiazole",4.45,985.79,"Aspirin","carbon"
"ACT12_M_60575","disulfiram","disulfiram",8.76,1176.64,"PotassiumTartrate","carbon"
"ACT12_M_60577","etoxazole","etoxazole",1.09,58.37,"Bakingsoda","soda"
"ACT12_M_60579","fenazaflor","fenazaflor",7.88,955.61,"Acetaminophen","soda"
"ACT12_M_60580","fenazaquin","fenazaquin",8.96,1267.14,"AceticAcid","acid"
"ACT12_M_60592","fluenetil","fluenetil",4.2,936.04,"Ehtanol","H2"
"ACT12_M_60593","flupentiofenox","flupentiofenox",9.75,1017.69,"CarbonDioxide","carbon"
"ACT12_M_60607","mesulfen","mesulfen",8.57,1439.2,"CalciumCarbonate","calcium"
"ACT12_M_60618","MNAF","MNAF",2.79,1876.46,"SodiumChloride","calcium"
"ACT12_M_60639","nifluridide","nifluridide",6.09,1086.43,"Methane","carbon"
"ACT12_M_60640","nikkomycins","nikkomycins",9.45,999.88,"Aspirin","carbon"
"ACT12_M_60641","pyridaben","pyridaben",9.12,715.83,"PotassiumTartrate","carbon"
"ACT12_M_60642","sulfiram","sulfiram",8.26,502.13,"Bakingsoda","soda"
"ACT12_M_60658","sulfluramid","sulfluramid",7.71,110.65,"Acetaminophen","soda"
"ACT12_M_60664","sulfur","sulfur",3.09,1435.85,"AceticAcid","acid"
"ACT12_M_60667","thuringiensin","thuringiensin",5.71,1725.52,"Ehtanol","H2"
"ACT12_M_60681","triarathene","triarathene",3.2,1058.25,"CarbonDioxide","carbon"
"ACT12_M_60714","azobenzene","azobenzene",8.21,1652.41,"CalciumCarbonate","calcium"
"ACT12_M_60715","benzoximate","benzoximate",2.93,1653.84,"SodiumChloride","calcium"
"ACT12_M_60759","benzyl benzoate","benzyl benzoate",7.52,1534.46,"Methane","carbon"
"ACT12_M_60761","bromopropylate","bromopropylate",7.31,1307.81,"Aspirin","carbon"
"ACT12_M_60762","chlorbenside","chlorbenside",9.06,22.47,"PotassiumTartrate","carbon"
"ACT12_M_60768","chlorfenethol","chlorfenethol",5.53,1687.57,"Bakingsoda","soda"
"ACT12_M_60769","chlorfenson","chlorfenson",2.93,1062.12,"Acetaminophen","soda"
"ACT12_M_60786","chlorfensulphide","chlorfensulphide",4.86,603.03,"AceticAcid","acid"
"ACT12_M_60791","chlorobenzilate","chlorobenzilate",8.57,1218.83,"Ehtanol","H2"
"ACT12_M_60794","chloropropylate","chloropropylate",6.4,326.68,"CarbonDioxide","carbon"
"ACT12_M_60796","cyflumetofen","cyflumetofen",4.42,402.22,"CalciumCarbonate","calcium"
"ACT12_M_60797","DDT","DDT",5.88,678.15,"SodiumChloride","calcium"
"ACT12_M_60798","dicofol","dicofol",5.83,2037.72,"Methane","carbon"
"ACT12_M_60801","diphenyl sulfone","diphenyl sulfone",2.75,2009.98,"Aspirin","carbon"
"ACT12_M_60808","dofenapyn","dofenapyn",3.4,62.7,"PotassiumTartrate","carbon"
"ACT12_M_60810","fenson","fenson",9.74,1535.38,"Bakingsoda","soda"
"ACT12_M_60814","fentrifanil","fentrifanil",3.49,477.72,"Acetaminophen","soda"
"ACT12_M_60816","fluorbenside","fluorbenside",9.24,832.9,"AceticAcid","acid"
"ACT12_M_60819","genit","genit",4.8,1945.39,"Ehtanol","H2"
"ACT12_M_60820","hexachlorophene","hexachlorophene",7.5,261.07,"CarbonDioxide","carbon"
"ACT12_M_60843","phenproxide","phenproxide",9.07,463.97,"CalciumCarbonate","calcium"
"ACT12_M_60846","proclonol","proclonol",7.26,2114.41,"SodiumChloride","calcium"
"ACT12_M_60847","tetradifon","tetradifon",7.77,69.28,"Methane","carbon"
"ACT12_M_60873","tetrasul","tetrasul",2.34,2124.33,"Aspirin","carbon"
"ACT12_M_60876","oxime carbamate acaricides","oxime carbamate acaricides",7.65,714.84,"PotassiumTartrate","carbon"
"ACT12_M_60907","aldicarb","aldicarb",8.82,1618.71,"Bakingsoda","soda"
"ACT12_M_60912","butocarboxim","butocarboxim",7.44,1131.3,"Acetaminophen","soda"
"ACT12_M_60913","oxamyl","oxamyl",4.97,1473.08,"AceticAcid","acid"
"ACT12_M_60926","thiocarboxime","thiocarboxime",8.21,1356.45,"Ehtanol","H2"
"ACT12_M_60942","thiofanox","thiofanox",8.45,943.7,"CarbonDioxide","carbon"
"ACT12_M_60947","carbazate acaricides","carbazate acaricides",5.73,1061.71,"CalciumCarbonate","calcium"
"ACT12_M_60959","bifenazate","bifenazate",7.65,196.9,"SodiumChloride","calcium"
"ACT12_M_60960","dinitrophenol acaricides","dinitrophenol acaricides",7.36,1046.63,"Methane","carbon"
"ACT12_M_60964","binapacryl","binapacryl",6.25,265.14,"Aspirin","carbon"
"ACT12_M_60998","dinex","dinex",9.12,1607.69,"PotassiumTartrate","carbon"
"ACT12_M_61002","dinobuton","dinobuton",1.22,1494.19,"Bakingsoda","soda"
"ACT12_M_61003","dinocap","dinocap",2.51,545.13,"Acetaminophen","soda"
"ACT12_M_61004","dinocap-4","dinocap-4",6.52,1802.23,"AceticAcid","acid"
"ACT12_M_61009","dinocap-6","dinocap-6",6.06,1273.09,"Ehtanol","H2"
"ACT12_M_61010","dinocton","dinocton",6.8,1056.5,"CarbonDioxide","carbon"
"ACT12_M_61011","dinopenton","dinopenton",5.05,1927.05,"CalciumCarbonate","calcium"
"ACT12_M_61013","dinosulfon","dinosulfon",4.89,250.36,"SodiumChloride","calcium"
"ACT12_M_61017","dinoterbon","dinoterbon",7.32,363.73,"Methane","carbon"
"ACT12_M_61059","DNOC","DNOC",8.32,1094.11,"Aspirin","carbon"
"ACT12_M_61070","formamidine acaricides","formamidine acaricides",6.48,1767.28,"PotassiumTartrate","carbon"
"ACT12_M_61073","amitraz","amitraz",4.46,1687.38,"Bakingsoda","soda"
"ACT12_M_61088","chlordimeform","chlordimeform",2.94,1827.61,"Acetaminophen","soda"
"ACT12_M_61089","chloromebuform","chloromebuform",2.29,1603.3,"AceticAcid","acid"
"ACT12_M_61092","formetanate","formetanate",8.12,315.69,"Ehtanol","H2"
"ACT12_M_61093","formparanate","formparanate",1.28,1650.42,"CarbonDioxide","carbon"
"ACT12_M_61095","medimeform","medimeform",1.57,1689.52,"CalciumCarbonate","calcium"
"ACT12_M_61100","semiamitraz","semiamitraz",4.85,586.95,"SodiumChloride","calcium"
"ACT12_M_61103","isoxazoline acaricides","isoxazoline acaricides",3.17,1657.96,"Methane","carbon"
"ACT12_M_61104","afoxolaner","afoxolaner",7.64,479.73,"Aspirin","carbon"
"ACT12_M_61105","esafoxolaner","esafoxolaner",6.19,511.95,"PotassiumTartrate","carbon"
"ACT12_M_61111","fluralaner","fluralaner",1.29,1893.34,"Bakingsoda","soda"
"ACT12_M_61113","lotilaner","lotilaner",2.09,461.3,"Acetaminophen","soda"
"ACT12_M_61116","sarolaner","sarolaner",4.56,197.95,"AceticAcid","acid"
"ACT12_M_61133","tigolaner","tigolaner",3.39,997.2,"Ehtanol","H2"
"ACT12_M_61159","macrocyclic lactone acaricides","macrocyclic lactone acaricides",1.16,921.27,"CarbonDioxide","carbon"
"ACT12_M_61165","tetranactin","tetranactin",7.98,2099.86,"CalciumCarbonate","calcium"
"ACT12_M_61183","avermectin acaricides","avermectin acaricides",4.31,1414.12,"SodiumChloride","calcium"
"ACT12_M_61184","abamectin","abamectin",1.46,1160.04,"Methane","carbon"
"ACT12_M_61192","doramectin","doramectin",1.92,1462.28,"Aspirin","carbon"
"ACT12_M_61194","eprinomectin","eprinomectin",4.67,1362.95,"PotassiumTartrate","carbon"
"ACT12_M_61217","ivermectin","ivermectin",2.24,373.36,"Bakingsoda","soda"
"ACT12_M_61219","selamectin","selamectin",3.31,805.5,"Acetaminophen","soda"
"ACT12_M_61253","milbemycin acaricides","milbemycin acaricides",5.55,800.97,"AceticAcid","acid"
"ACT12_M_61255","milbemectin","milbemectin",7.39,596.12,"Ehtanol","H2"
"ACT12_M_61259","milbemycin oxime","milbemycin oxime",8.48,459.15,"CarbonDioxide","carbon"
"ACT12_M_61265","moxidectin","moxidectin",4.06,375.98,"CalciumCarbonate","calcium"
"ACT12_M_61268","mite growth regulators","mite growth regulators",9.38,1591.4,"SodiumChloride","calcium"
"ACT12_M_61269","clofentezine","clofentezine",9.09,1064.04,"Methane","carbon"
"ACT12_M_61270","cyromazine","cyromazine",7.47,1415.89,"Aspirin","carbon"
"ACT12_M_61272","diflovidazin","diflovidazin",9.29,1581.12,"PotassiumTartrate","carbon"
"ACT12_M_61296","dofenapyn","dofenapyn",1.57,430.61,"Bakingsoda","soda"
"ACT12_M_61298","fluazuron","fluazuron",1.89,1316.4,"Acetaminophen","soda"
"ACT12_M_61301","flubenzimine","flubenzimine",3.15,1829.26,"AceticAcid","acid"
"ACT12_M_61302","flucycloxuron","flucycloxuron",8.67,1573.93,"Ehtanol","H2"
"ACT12_M_61307","flufenoxuron","flufenoxuron",6.56,60.54,"CarbonDioxide","carbon"
"ACT12_M_61315","hexythiazox","hexythiazox",3.77,1889.56,"CalciumCarbonate","calcium"
"ACT12_M_61342","organochlorine acaricides","organochlorine acaricides",4.96,1330.02,"SodiumChloride","calcium"
"ACT12_M_61344","bromocyclen","bromocyclen",6.24,1756.28,"Methane","carbon"
"ACT12_M_61349","camphechlor","camphechlor",7.27,146.97,"Aspirin","carbon"
"ACT12_M_61350","DDT","DDT",1.35,969.96,"PotassiumTartrate","carbon"
"ACT12_M_61351","dienochlor","dienochlor",6.52,1293.24,"Bakingsoda","soda"
"ACT12_M_61352","endosulfan","endosulfan",7.4,915.02,"Acetaminophen","soda"
"ACT12_M_61353","lindane","lindane",8.26,251.99,"AceticAcid","acid"
"ACT12_M_61356","organophosphorus acaricides","organophosphorus acaricides",9.67,1381.32,"Ehtanol","H2"
"ACT12_M_61360","organophosphate acaricides","organophosphate acaricides",5.45,1942.55,"CarbonDioxide","carbon"
"ACT12_M_61367","chlorfenvinphos","chlorfenvinphos",8.41,814.16,"CalciumCarbonate","calcium"
"ACT12_M_61369","crotoxyphos","crotoxyphos",4.07,1170.96,"SodiumChloride","calcium"
"ACT12_M_61372","dichlorvos","dichlorvos",4.24,1629.64,"Methane","carbon"
"ACT12_M_61394","heptenophos","heptenophos",5.23,533.74,"Aspirin","carbon"
"ACT12_M_61403","mevinphos","mevinphos",9.3,681.81,"PotassiumTartrate","carbon"
"ACT12_M_61431","monocrotophos","monocrotophos",6.26,798.78,"Bakingsoda","soda"
"ACT12_M_61438","naled","naled",3.82,838.8,"Acetaminophen","soda"
"ACT12_M_61463","TEPP","TEPP",1.42,1100.59,"AceticAcid","acid"
"ACT12_M_61466","tetrachlorvinphos","tetrachlorvinphos",8.87,1180.83,"Ehtanol","H2"
"ACT12_M_61467","organothiophosphate acaricides","organothiophosphate acaricides",2.95,2057.03,"CarbonDioxide","carbon"
"ACT12_M_61469","amidithion","amidithion",2.86,991.72,"CalciumCarbonate","calcium"
"ACT12_M_61470","amiton","amiton",8.23,439.84,"SodiumChloride","calcium"
"ACT12_M_61497","azinphos-ethyl","azinphos-ethyl",7.98,1033.24,"Methane","carbon"
"ACT12_M_61498","azinphos-methyl","azinphos-methyl",3.87,126.24,"Aspirin","carbon"
"ACT12_M_61505","azothoate","azothoate",6.48,170.29,"PotassiumTartrate","carbon"
"ACT12_M_61509","benoxafos","benoxafos",3.64,238.64,"Bakingsoda","soda"
"ACT12_M_61512","bromophos","bromophos",6.61,1743.99,"Acetaminophen","soda"
"ACT12_M_61516","bromophos-ethyl","bromophos-ethyl",8.37,985.54,"AceticAcid","acid"
"ACT12_M_61519","carbophenothion","carbophenothion",7.6,1457.43,"Ehtanol","H2"
"ACT12_M_61520","chlorpyrifos","chlorpyrifos",7.7,564.52,"CarbonDioxide","carbon"
"ACT12_M_61522","chlorthiophos","chlorthiophos",9.04,914.89,"CalciumCarbonate","calcium"
"ACT12_M_61524","coumaphos","coumaphos",2.16,503.45,"SodiumChloride","calcium"
"ACT12_M_61527","cyanthoate","cyanthoate",9.44,448.12,"Methane","carbon"
"ACT12_M_61530","demeton","demeton",6.07,1741.15,"Aspirin","carbon"
"ACT12_M_61531","demeton-O","demeton-O",3.28,424.66,"PotassiumTartrate","carbon"
"ACT12_M_61559","demeton-S","demeton-S",6.71,134.81,"Bakingsoda","soda"
"ACT12_M_61567","demeton-methyl","demeton-methyl",7.88,39.37,"Acetaminophen","soda"
"ACT12_M_61568","demeton-O-methyl","demeton-O-methyl",9.29,343.79,"AceticAcid","acid"
"ACT12_M_61569","demeton-S-methyl","demeton-S-methyl",3.54,1403.37,"Ehtanol","H2"
"ACT12_M_61572","demeton-S-methylsulphon","demeton-S-methylsulphon",1.55,1807.03,"CarbonDioxide","carbon"
"ACT12_M_61573","dialifos","dialifos",2.61,1466.94,"CalciumCarbonate","calcium"
"ACT12_M_61582","diazinon","diazinon",7.33,2004.56,"SodiumChloride","calcium"
"ACT12_M_61583","dimethoate","dimethoate",7.05,1164.16,"Methane","carbon"
"ACT12_M_61584","dioxathion","dioxathion",1.74,366.04,"Aspirin","carbon"
"ACT12_M_61585","disulfoton","disulfoton",1.86,268.24,"PotassiumTartrate","carbon"
"ACT12_M_61586","endothion","endothion",5.6,1253.45,"Bakingsoda","soda"
"ACT12_M_61587","ethion","ethion",1.2,2036.32,"Acetaminophen","soda"
"ACT12_M_61594","ethoate-methyl","ethoate-methyl",9.94,1955.78,"AceticAcid","acid"
"ACT12_M_61595","formothion","formothion",2.54,1845.47,"Ehtanol","H2"
"ACT12_M_61596","malathion","malathion",9.74,1587.48,"CarbonDioxide","carbon"
"ACT12_M_61598","mecarbam","mecarbam",8.95,1471.47,"CalciumCarbonate","calcium"
"ACT12_M_61599","methacrifos","methacrifos",9.61,873.17,"SodiumChloride","calcium"
"ACT12_M_61606","omethoate","omethoate",9.18,944.79,"Methane","carbon"
"ACT12_M_61613","oxydeprofos","oxydeprofos",3.4,1279.93,"Aspirin","carbon"
"ACT12_M_61614","oxydisulfoton","oxydisulfoton",3.41,38.2,"PotassiumTartrate","carbon"
"ACT12_M_61617","parathion","parathion",5.75,572.57,"Bakingsoda","soda"
"ACT12_M_61618","phenkapton","phenkapton",1.36,1993.11,"Acetaminophen","soda"
"ACT12_M_61638","phorate","phorate",2.46,1360.08,"AceticAcid","acid"
"ACT12_M_61661","phosalone","phosalone",3.19,391.17,"Ehtanol","H2"
"ACT12_M_61667","phosmet","phosmet",1.48,328.85,"CarbonDioxide","carbon"
"ACT12_M_61690","phostin","phostin",2.58,1897.37,"CalciumCarbonate","calcium"
"ACT12_M_61691","phoxim","phoxim",7.67,1197.46,"SodiumChloride","calcium"
"ACT12_M_61701","pirimiphos-methyl","pirimiphos-methyl",3.24,262.73,"Methane","carbon"
"ACT12_M_61703","prothidathion","prothidathion",8.44,714.72,"Aspirin","carbon"
"ACT12_M_61704","prothoate","prothoate",2.73,768.71,"PotassiumTartrate","carbon"
"ACT12_M_61705","pyrimitate","pyrimitate",1.79,2001.58,"Bakingsoda","soda"
"ACT12_M_61706","quinalphos","quinalphos",6.48,2112.5,"Acetaminophen","soda"
"ACT12_M_61707","quintiofos","quintiofos",9.47,1025.96,"AceticAcid","acid"
"ACT12_M_61708","sophamide","sophamide",3.43,1991.59,"Ehtanol","H2"
"ACT12_M_61709","sulfotep","sulfotep",9.94,2099.1,"CarbonDioxide","carbon"
"ACT12_M_61710","thiometon","thiometon",2.86,611.55,"CalciumCarbonate","calcium"
"ACT12_M_61719","triazophos","triazophos",6.11,1274.66,"SodiumChloride","calcium"
"ACT12_M_61736","trifenofos","trifenofos",2,1503.76,"Methane","carbon"
"ACT12_M_61737","vamidothion","vamidothion",6.01,1292.81,"Aspirin","carbon"
"ACT12_M_61740","phosphonate acaricides","phosphonate acaricides",1.96,1442.86,"PotassiumTartrate","carbon"
"ACT12_M_61742","trichlorfon","trichlorfon",7.56,1352.06,"Bakingsoda","soda"
"ACT12_M_61752","phosphoramidothioate acaricides","phosphoramidothioate acaricides",2.93,1407.68,"Acetaminophen","soda"
"ACT12_M_61758","isocarbophos","isocarbophos",3.92,1960.02,"AceticAcid","acid"
"ACT12_M_61781","methamidophos","methamidophos",7.49,845.07,"Ehtanol","H2"
"ACT12_M_61785","propetamphos","propetamphos",8.12,2076.5,"CarbonDioxide","carbon"
"ACT12_M_61786","phosphorodiamide acaricides","phosphorodiamide acaricides",4.56,1594.65,"CalciumCarbonate","calcium"
"ACT12_M_61787","dimefox","dimefox",2.84,687.54,"SodiumChloride","calcium"
"ACT12_M_61788","mipafox","mipafox",2.76,1047.08,"Methane","carbon"
"ACT12_M_61793","schradan","schradan",3.97,949.28,"Aspirin","carbon"
"ACT12_M_61823","organotin acaricides","organotin acaricides",2.32,1484.67,"PotassiumTartrate","carbon"
"ACT12_M_61824","azocyclotin","azocyclotin",3.95,598.23,"Bakingsoda","soda"
"ACT12_M_61830","cyhexatin","cyhexatin",6.01,917.74,"Acetaminophen","soda"
"ACT12_M_61839","fenbutatin oxide","fenbutatin oxide",4.31,469.74,"AceticAcid","acid"
"ACT12_M_61843","phostin","phostin",6.82,767.2,"Ehtanol","H2"
"ACT12_M_61844","phenylsulfamide acaricides","phenylsulfamide acaricides",6.34,41.75,"CarbonDioxide","carbon"
"ACT12_M_61845","dichlofluanid","dichlofluanid",1.28,2093.13,"CalciumCarbonate","calcium"
"ACT12_M_61846","phthalimide acaricides","phthalimide acaricides",6.77,1685.12,"SodiumChloride","calcium"
"ACT12_M_61848","dialifos","dialifos",8.88,2082.75,"Methane","carbon"
"ACT12_M_61851","phosmet","phosmet",6.46,1334.74,"Aspirin","carbon"
"ACT12_M_61852","pyrazole acaricides","pyrazole acaricides",5.75,48.19,"PotassiumTartrate","carbon"
"ACT12_M_61858","cyenopyrafen","cyenopyrafen",5.01,1811.98,"Bakingsoda","soda"
"ACT12_M_61862","cyetpyrafen","cyetpyrafen",6.06,1225.9,"Acetaminophen","soda"
"ACT12_M_61863","fenpyroximate","fenpyroximate",6.08,775.69,"AceticAcid","acid"
"ACT12_M_61873","phenylpyrazole acaricides","phenylpyrazole acaricides",7.64,1285.53,"Ehtanol","H2"
"ACT12_M_61874","acetoprole","acetoprole",9.52,964.49,"CarbonDioxide","carbon"
"ACT12_M_61876","fipronil","fipronil",6.86,259.29,"CalciumCarbonate","calcium"
"ACT12_M_61877","vaniliprole","vaniliprole",5.04,1115.34,"SodiumChloride","calcium"
"ACT12_M_61879","pyrazolecarboxamide acaricides","pyrazolecarboxamide acaricides",2.83,448.61,"Methane","carbon"
"ACT12_M_61880","pyflubumide","pyflubumide",7.89,573.88,"Aspirin","carbon"
"ACT12_M_61881","tebufenpyrad","tebufenpyrad",1.49,1940.66,"PotassiumTartrate","carbon"
"ACT12_M_61887","pyrethroid acaricides","pyrethroid acaricides",9.8,1194.94,"Bakingsoda","soda"
"ACT12_M_61888","pyrethroid ester acaricides","pyrethroid ester acaricides",4.58,1732.35,"Acetaminophen","soda"
"ACT12_M_61889","acrinathrin","acrinathrin",6.14,979.22,"AceticAcid","acid"
"ACT12_M_61890","bifenthrin","bifenthrin",5.98,74.83,"Ehtanol","H2"
"ACT12_M_61891","brofluthrinate","brofluthrinate",3.82,2007.49,"CarbonDioxide","carbon"
"ACT12_M_61892","cyhalothrin","cyhalothrin",4.59,1302.03,"CalciumCarbonate","calcium"
"ACT12_M_61904","cypermethrin","cypermethrin",2.28,548.87,"SodiumChloride","calcium"
"ACT12_M_61905","alpha-cypermethrin","alpha-cypermethrin",8.87,1234.18,"Methane","carbon"
"ACT12_M_61906","fenpropathrin","fenpropathrin",3.16,433.32,"Aspirin","carbon"
"ACT12_M_61907","fenvalerate","fenvalerate",3.9,1371.04,"PotassiumTartrate","carbon"
"ACT12_M_61908","flucythrinate","flucythrinate",4.57,1804.07,"Bakingsoda","soda"
"ACT12_M_61909","flumethrin","flumethrin",6.74,277.14,"Acetaminophen","soda"
"ACT12_M_61910","fluvalinate","fluvalinate",9.89,1322.04,"AceticAcid","acid"
"ACT12_M_61914","tau-fluvalinate","tau-fluvalinate",8.93,880.65,"Ehtanol","H2"
"ACT12_M_61925","permethrin","permethrin",6.12,363.48,"CarbonDioxide","carbon"
"ACT12_M_61926","pyrethroid ether acaricides","pyrethroid ether acaricides",8.45,1188.88,"CalciumCarbonate","calcium"
"ACT12_M_61927","halfenprox","halfenprox",4.46,333.43,"SodiumChloride","calcium"
"ACT12_M_61928","pyrimidinamine acaricides","pyrimidinamine acaricides",5.26,1693.98,"Methane","carbon"
"ACT12_M_61929","pyrimidifen","pyrimidifen",7.98,1722.31,"Aspirin","carbon"
"ACT12_M_61934","pyrrole acaricides","pyrrole acaricides",7.08,1419.94,"PotassiumTartrate","carbon"
"ACT12_M_61935","chlorfenapyr","chlorfenapyr",8.69,606.99,"Bakingsoda","soda"
